dialogue time.chunk time rule.reps word.reps letter.reps rule.total word.total letter.total score
q6nc8 180 187.1069 74 48 83 115 115 280 145
q6nc8 190 190.0054 75 49 84 116 116 281 145
q6nc8 200 209.7847 79 51 86 120 120 286 145
q6nc8 210 211.0808 80 52 87 123 123 299 145
q6nc8 220 220.1347 106 65 140 158 158 452 145
q6nc8 230 230.7885 110 69 144 162 162 456 145
q6nc8 240 240.0985 114 72 163 167 167 488 145
q6nc8 250 250.4888 135 80 185 191 191 578 145
q6nc8 260 264.8729 141 83 188 201 201 598 145
q6nc8 270 275.5341 143 84 189 203 203 605 145
q6nc8 280 281.2736 149 85 190 209 209 621 145
q6nc8 290 291.6034 153 88 194 214 214 632 145
q6nc8 300 300.0376 161 91 201 223 223 661 145
q6nc8 310 313.3726 164 94 204 226 226 664 145
q6nc8 320 321.673 168 97 207 231 231 672 145
q6nc8 -1 324.146 170 98 208 233 233 674 145
q7ec1 10 10.3305 0 0 0 1 1 7 86
q7ec1 20 25.3524 3 4 12 18 18 48 86
q7ec1 30 33.9559 5 4 12 27 27 83 86
q7ec1 40 40.9487 27 18 45 63 63 228 86
q7ec1 50 52.4078 37 27 63 80 80 262 86
q7ec1 60 70.0725 44 30 72 87 87 282 86
q7ec1 70 70.0725 44 30 72 88 88 286 86
q7ec1 80 89.2622 46 30 72 91 91 299 86
q7ec1 90 94.3478 49 33 84 95 95 321 86
q7ec1 100 105.1285 60 37 104 112 112 388 86
q7ec1 110 112.5758 73 46 126 131 131 442 86
q7ec1 120 120.4604 78 48 128 136 136 456 86
q7ec1 130 130.5575 89 54 139 148 148 492 86
q7ec1 140 142.9044 102 60 147 164 164 528 86
q7ec1 150 155.6053 106 60 147 171 171 545 86
q7ec1 160 165.9792 117 67 158 184 184 570 86
q7ec1 170 174.1614 118 67 158 186 186 581 86
q7ec1 180 180.0058 119 67 158 189 189 587 86
q7ec1 190 190.1885 130 73 165 203 203 613 86
q7ec1 200 200.7831 153 85 193 231 231 705 86
q7ec1 210 214.7126 168 95 217 255 255 780 86
q7ec1 220 224.1856 170 96 218 257 257 798 86
q7ec1 230 237.0994 189 109 263 282 282 922 86
q7ec1 240 242.6326 191 110 264 284 284 925 86
q7ec1 250 252.369 201 116 278 296 296 959 86
q7ec1 260 264.4491 213 121 285 310 310 989 86
q7ec1 270 272.9504 218 125 289 315 315 994 86
q7ec1 280 281.1207 225 128 294 322 322 1015 86
q7ec1 290 293.3292 225 128 294 323 323 1020 86
q7ec1 300 300.1029 231 133 301 330 330 1032 86
q7ec1 310 314.7283 252 140 316 353 353 1149 86
q7ec1 320 324.5076 267 149 332 372 372 1190 86
q7ec1 330 337.4853 273 153 346 380 380 1223 86
q7ec1 340 341.841 276 154 347 385 385 1240 86
q7ec1 350 350.0495 292 161 358 403 403 1305 86
q7ec1 360 360.7816 300 164 362 412 412 1327 86
q7ec1 370 372.4425 307 170 368 419 419 1335 86
q7ec1 380 387.3873 321 180 388 434 434 1371 86
q7ec1 390 390.1739 328 185 393 443 443 1388 86
q7ec1 400 400.1426 334 186 394 449 449 1398 86
q7ec1 -1 400.1426 334 186 394 449 449 1398 86
q7ec2 10 13.5304 0 0 0 3 3 8 7
q7ec2 20 30.033 0 0 0 5 5 10 7
q7ec2 30 30.6351 0 0 0 6 6 25 7
q7ec2 40 56.5415 0 0 0 7 7 26 7
q7ec2 50 56.5415 0 0 0 8 8 30 7
q7ec2 60 69.3808 1 0 0 14 14 41 7
q7ec2 70 77.7371 2 0 0 16 16 56 7
q7ec2 80 80.5599 10 3 26 31 31 143 7
q7ec2 90 91.1127 12 4 27 34 34 148 7
q7ec2 100 104.2935 13 4 27 35 35 150 7
q7ec2 110 116.5447 14 4 27 37 37 161 7
q7ec2 120 127.78 17 6 32 42 42 173 7
q7ec2 130 138.9591 18 7 33 43 43 174 7
q7ec2 140 140.5874 19 7 33 44 44 182 7
q7ec2 150 150.2448 22 7 33 47 47 188 7
q7ec2 160 171.5327 22 7 33 48 48 191 7
q7ec2 170 179.9967 23 7 33 49 49 195 7
q7ec2 180 180.2734 23 7 33 50 50 197 7
q7ec2 190 200.2877 24 7 33 52 52 203 7
q7ec2 200 213.0039 25 7 33 53 53 209 7
q7ec2 210 213.2147 26 7 33 54 54 214 7
q7ec2 220 233.3102 27 8 34 56 56 219 7
q7ec2 230 240.3788 28 8 34 57 57 220 7
q7ec2 240 254.9736 28 8 34 58 58 222 7
q7ec2 250 256.8412 28 8 34 59 59 223 7
q7ec2 260 268.677 30 9 35 62 62 230 7
q7ec2 270 272.2068 31 10 36 63 63 231 7
q7ec2 280 280.6521 32 11 37 65 65 241 7
q7ec2 290 298.7248 38 13 47 77 77 295 7
q7ec2 300 318.4119 38 13 47 78 78 300 7
q7ec2 310 334.3967 39 13 47 79 79 302 7
q7ec2 320 345.1053 40 13 47 80 80 305 7
q7ec2 330 345.1053 40 14 50 81 81 308 7
q7ec2 340 345.349 40 14 50 82 82 310 7
q7ec2 350 351.419 40 14 50 83 83 314 7
q7ec2 360 366.9268 41 15 51 88 88 327 7
q7ec2 370 374.0645 41 15 51 89 89 329 7
q7ec2 380 386.0869 42 15 51 92 92 335 7
q7ec2 390 392.328 44 15 51 96 96 353 7
q7ec2 400 402.0652 44 15 51 97 97 355 7
q7ec2 410 411.1099 52 16 52 110 110 401 7
q7ec2 420 421.2993 58 18 55 121 121 429 7
q7ec2 430 439.1782 64 20 57 127 127 440 7
q7ec2 440 440.1449 72 25 65 136 136 460 7
q7ec2 450 450.624 95 41 100 166 166 532 7
q7ec2 460 467.2478 109 45 120 184 184 617 7
q7ec2 470 472.3763 116 49 133 194 194 647 7
q7ec2 480 480.5449 141 57 145 223 223 875 7
q7ec2 490 497.9692 158 63 158 240 240 943 7
q7ec2 500 501.2168 159 64 159 241 241 944 7
q7ec2 510 513.786 175 74 176 261 261 1018 7
q7ec2 520 535.7096 176 74 176 263 263 1024 7
q7ec2 530 535.8677 177 75 177 264 264 1025 7
q7ec2 540 540.097 195 86 200 283 283 1078 7
q7ec2 550 550.0804 209 92 216 298 298 1123 7
q7ec2 560 561.3683 217 98 231 307 307 1144 7
q7ec2 570 587.8896 219 99 232 309 309 1149 7
q7ec2 580 596.6187 220 99 232 310 310 1160 7
q7ec2 590 596.8262 221 99 232 311 311 1170 7
q7ec2 600 607.1127 229 100 233 320 320 1212 7
q7ec2 610 615.0903 234 101 234 328 328 1246 7
q7ec2 620 622.1852 249 106 248 345 345 1331 7
q7ec2 630 637.3498 260 114 271 359 359 1382 7
q7ec2 640 643.1206 262 116 273 361 361 1384 7
q7ec2 650 656.8262 282 126 289 383 383 1437 7
q7ec2 660 669.5089 287 130 298 389 389 1450 7
q7ec2 670 675.3626 288 130 298 390 390 1453 7
q7ec2 680 686.2307 300 137 321 405 405 1503 7
q7ec2 690 690.206 314 144 334 420 420 1544 7
q7ec2 700 713.3703 322 148 340 428 428 1564 7
q7ec2 710 722.2241 323 148 340 429 429 1572 7
q7ec2 720 722.4711 324 149 341 430 430 1573 7
q7ec2 730 732.7083 347 162 374 454 454 1646 7
q7ec2 740 742.0758 360 169 383 470 470 1690 7
q7ec2 750 750.3235 369 173 387 479 479 1724 7
q7ec2 760 766.333 375 176 393 486 486 1747 7
q7ec2 770 770.648 377 178 400 489 489 1760 7
q7ec2 780 780.2642 383 179 401 499 499 1794 7
q7ec2 790 790.1044 398 185 414 518 518 1857 7
q7ec2 800 800.0501 411 191 422 531 531 1882 7
q7ec2 810 812.2997 438 204 458 561 561 1989 7
q7ec2 820 831.7347 446 211 471 569 569 2005 7
q7ec2 830 836.2407 446 211 471 570 570 2007 7
q7ec2 840 840.1356 452 214 476 577 577 2072 7
q7ec2 850 858.1474 482 227 526 609 609 2282 7
q7ec2 860 866.6953 483 227 526 610 610 2283 7
q7ec2 870 870.2724 500 233 534 627 627 2353 7
q7ec2 880 881.659 504 236 537 634 634 2382 7
q7ec2 890 890.6511 519 242 543 650 650 2422 7
q7ec2 900 907.1169 536 248 552 667 667 2494 7
q7ec2 910 912.3079 537 248 552 668 668 2498 7
q7ec2 920 921.053 541 250 554 674 674 2514 7
q7ec2 930 935.3085 542 251 555 675 675 2515 7
q7ec2 940 943.0816 542 251 555 676 676 2521 7
q7ec2 950 950.2624 555 255 567 691 691 2576 7
q7ec2 960 963.0935 562 258 571 698 698 2589 7
q7ec2 -1 966.9201 570 262 580 707 707 2613 7
q7ec3 10 12.4074 1 2 2 12 12 53 27
q7ec3 20 20.9486 1 2 2 13 13 55 27
q7ec3 30 37.8953 7 2 2 21 21 82 27
q7ec3 40 41.4179 10 3 4 27 27 105 27
q7ec3 50 58.2428 10 3 4 29 29 119 27
q7ec3 60 63.9065 17 6 29 44 44 220 27
q7ec3 70 70.6044 19 6 29 49 49 226 27
q7ec3 80 80.3516 20 6 29 51 51 245 27
q7ec3 90 90.0428 22 9 42 58 58 274 27
q7ec3 100 100.0033 36 11 46 80 80 371 27
q7ec3 110 116.1767 62 27 96 116 116 515 27
q7ec3 120 122.0208 66 28 97 122 122 523 27
q7ec3 130 131.1051 70 31 100 127 127 536 27
q7ec3 140 140.8875 73 31 100 133 133 552 27
q7ec3 150 150.5666 74 32 101 135 135 564 27
q7ec3 160 160.1581 107 43 143 173 173 718 27
q7ec3 170 172.915 113 45 146 179 179 737 27
q7ec3 180 183.9749 134 54 191 200 200 875 27
q7ec3 190 197.5625 141 58 197 208 208 892 27
q7ec3 200 200.0205 152 67 218 221 221 926 27
q7ec3 210 210.0139 173 79 259 244 244 1034 27
q7ec3 220 221.7053 182 84 270 254 254 1057 27
q7ec3 230 236.3677 183 85 271 256 256 1062 27
q7ec3 240 243.8694 191 88 279 266 266 1101 27
q7ec3 250 253.8858 195 90 281 270 270 1107 27
q7ec3 260 260.5499 195 90 281 271 271 1113 27
q7ec3 270 271.1355 198 92 283 275 275 1126 27
q7ec3 280 282.0875 220 104 300 300 300 1188 27
q7ec3 290 290.7524 239 114 324 320 320 1246 27
q7ec3 300 303.1619 256 120 333 337 337 1293 27
q7ec3 310 310.1241 277 133 366 362 362 1375 27
q7ec3 320 320.0618 308 144 390 396 396 1520 27
q7ec3 330 335.1782 320 151 414 408 408 1561 27
q7ec3 340 340.7741 335 158 452 424 424 1676 27
q7ec3 350 350.3369 344 160 455 436 436 1733 27
q7ec3 360 366.2296 361 165 461 454 454 1797 27
q7ec3 370 375.3905 364 167 463 458 458 1803 27
q7ec3 380 380.7351 365 167 463 459 459 1812 27
q7ec3 390 395.1749 381 172 469 478 478 1877 27
q7ec3 400 402.4812 392 175 473 490 490 1916 27
q7ec3 410 411.5437 397 178 476 496 496 1928 27
q7ec3 420 422.0092 417 189 495 516 516 1997 27
q7ec3 430 430.0128 438 197 517 539 539 2093 27
q7ec3 -1 438.4794 449 202 527 551 551 2130 27
q7ec4 10 10.3216 2 3 16 22 22 88 57
q7ec4 20 21.8318 4 4 18 33 33 119 57
q7ec4 30 30.2269 11 9 30 49 49 161 57
q7ec4 40 40.6507 25 17 49 71 71 214 57
q7ec4 50 52.0145 36 21 62 88 88 285 57
q7ec4 60 60.9657 45 23 65 101 101 334 57
q7ec4 70 70.7521 63 29 74 123 123 420 57
q7ec4 80 81.171 71 34 83 132 132 450 57
q7ec4 90 90.1217 86 38 101 148 148 540 57
q7ec4 100 101.1144 94 42 107 159 159 580 57
q7ec4 110 110.6003 110 49 135 178 178 661 57
q7ec4 120 121.3297 126 53 154 197 197 790 57
q7ec4 130 130.2825 139 56 160 212 212 879 57
q7ec4 140 140.0406 162 63 170 240 240 976 57
q7ec4 150 151.6311 183 74 191 266 266 1086 57
q7ec4 160 160.3548 190 77 198 278 278 1117 57
q7ec4 170 171.3083 208 84 215 296 296 1176 57
q7ec4 180 180.2195 224 90 235 313 313 1250 57
q7ec4 190 190.1089 253 101 261 344 344 1380 57
q7ec4 200 201.4006 276 111 275 372 372 1461 57
q7ec4 210 210.3481 292 117 312 391 391 1591 57
q7ec4 220 220.0475 305 123 335 405 405 1658 57
q7ec4 230 230.0862 325 128 341 429 429 1757 57
q7ec4 240 240.0442 348 136 359 454 454 1880 57
q7ec4 250 250.7583 369 146 377 476 476 1944 57
q7ec4 260 261.8419 383 155 395 490 490 1979 57
q7ec4 270 273.861 389 160 407 496 496 1993 57
q7ec4 280 280.7194 404 166 416 513 513 2057 57
q7ec4 290 291.2909 441 186 451 555 555 2174 57
q7ec4 300 300.6767 453 188 463 568 568 2252 57
q7ec4 310 311.0282 462 193 469 577 577 2280 57
q7ec4 320 320.8639 484 202 501 601 601 2409 57
q7ec4 330 330.6397 502 211 521 620 620 2467 57
q7ec4 340 341.1955 519 219 532 638 638 2510 57
q7ec4 350 350.2621 538 227 546 658 658 2596 57
q7ec4 360 360.5746 559 236 566 681 681 2713 57
q7ec4 370 370.0743 579 246 599 701 701 2801 57
q7ec4 380 380.1574 598 258 631 721 721 2875 57
q7ec4 390 390.3568 609 265 643 733 733 2904 57
q7ec4 400 400.7973 630 273 661 756 756 3019 57
q7ec4 410 410.1041 648 282 693 774 774 3116 57
q7ec4 420 420.3144 667 290 717 794 794 3203 57
q7ec4 430 430.4241 691 300 746 821 821 3382 57
q7ec4 440 441.0674 706 306 755 836 836 3421 57
q7ec4 450 450.169 721 315 772 851 851 3457 57
q7ec4 460 460.0925 736 321 784 866 866 3501 57
q7ec4 470 471.5632 751 328 797 882 882 3539 57
q7ec4 -1 471.9041 752 329 798 883 883 3540 57
q7ec5 10 17.7581 0 1 3 8 8 16 24
q7ec5 20 20.3894 0 1 3 14 14 27 24
q7ec5 30 31.7587 2 2 4 21 21 42 24
q7ec5 40 44.4336 3 2 4 23 23 47 24
q7ec5 50 55.1563 3 3 6 27 27 56 24
q7ec5 60 68.8946 3 3 6 28 28 61 24
q7ec5 70 75.9225 3 3 6 29 29 71 24
q7ec5 80 83.6639 4 3 6 30 30 81 24
q7ec5 90 98.1271 12 6 25 44 44 143 24
q7ec5 100 100.135 20 12 51 58 58 210 24
q7ec5 110 113.782 22 12 51 61 61 214 24
q7ec5 120 121.1806 23 12 51 63 63 224 24
q7ec5 130 133.7787 41 18 65 87 87 296 24
q7ec5 140 142.1543 45 20 68 95 95 313 24
q7ec5 150 151.0742 49 22 70 99 99 319 24
q7ec5 160 166.5446 49 22 70 100 100 321 24
q7ec5 170 170.8149 50 23 71 101 101 322 24
q7ec5 180 182.9542 51 24 72 102 102 323 24
q7ec5 190 194.3272 52 25 73 103 103 324 24
q7ec5 200 201.9569 53 26 74 104 104 325 24
q7ec5 210 214.643 56 26 74 107 107 333 24
q7ec5 220 224.8525 61 27 75 116 116 374 24
q7ec5 230 233.7002 71 30 92 129 129 432 24
q7ec5 240 242.4422 80 35 98 142 142 451 24
q7ec5 250 252.0632 82 36 99 144 144 455 24
q7ec5 260 260.145 99 46 111 166 166 501 24
q7ec5 270 271.7242 105 48 113 175 175 518 24
q7ec5 280 290.2314 108 49 114 179 179 526 24
q7ec5 290 293.1133 109 49 114 180 180 528 24
q7ec5 300 300.1579 110 49 114 181 181 531 24
q7ec5 310 320.4026 111 49 114 183 183 534 24
q7ec5 320 320.4026 111 49 114 184 184 538 24
q7ec5 -1 326.4033 117 53 118 191 191 549 24
q7ec6 10 11.1336 3 5 18 19 19 91 7
q7ec6 20 20.2826 22 10 58 50 50 236 7
q7ec6 30 30.0066 41 19 77 71 71 298 7
q7ec6 40 40.2161 67 37 108 110 110 384 7
q7ec6 50 51.127 77 41 113 123 123 408 7
q7ec6 60 60.0922 96 51 137 146 146 475 7
q7ec6 70 70.266 108 56 146 162 162 540 7
q7ec6 80 82.633 115 60 164 173 173 609 7
q7ec6 90 90.1097 137 67 175 197 197 686 7
q7ec6 100 100.1995 150 75 185 213 213 720 7
q7ec6 110 110.2759 176 86 209 242 242 831 7
q7ec6 120 122.7328 201 96 232 271 271 927 7
q7ec6 130 130.1031 211 100 238 285 285 963 7
q7ec6 140 140.2964 241 109 253 322 322 1080 7
q7ec6 150 150.1317 266 120 280 352 352 1186 7
q7ec6 160 160.8843 291 131 293 381 381 1273 7
q7ec6 170 171.0639 304 136 298 396 396 1320 7
q7ec6 180 180.3755 326 149 347 425 425 1469 7
q7ec6 190 190.0165 351 164 410 452 452 1601 7
q7ec6 200 200.5369 371 177 434 473 473 1646 7
q7ec6 210 210.2194 394 188 463 500 500 1747 7
q7ec6 220 223.4453 411 200 512 518 518 1831 7
q7ec6 230 230.3096 439 211 536 550 550 1938 7
q7ec6 240 240.1252 475 232 579 593 593 2080 7
q7ec6 250 252.3371 498 247 625 619 619 2177 7
q7ec6 260 262.0191 523 262 683 645 645 2330 7
q7ec6 270 270.1318 552 274 708 675 675 2442 7
q7ec6 280 280.2693 583 293 742 709 709 2529 7
q7ec6 290 291.1171 618 306 762 747 747 2655 7
q7ec6 300 300.0308 642 314 783 772 772 2740 7
q7ec6 310 310.8345 683 338 844 818 818 2898 7
q7ec6 320 321.5481 708 352 883 849 849 3065 7
q7ec6 330 332.3544 740 372 926 881 881 3165 7
q7ec6 340 340.1104 753 379 945 895 895 3213 7
q7ec6 350 350.0395 773 388 966 917 917 3281 7
q7ec6 360 360.5552 808 409 1016 958 958 3421 7
q7ec6 370 370.0299 839 426 1051 994 994 3553 7
q7ec6 380 382.2872 871 442 1099 1028 1028 3707 7
q7ec6 390 390.3225 887 452 1115 1045 1045 3752 7
q7ec6 400 400.2926 927 468 1171 1088 1088 3957 7
q7ec6 410 410.1796 979 496 1228 1140 1140 4108 7
q7ec6 420 420.0033 1006 505 1264 1168 1168 4257 7
q7ec6 430 430.056 1024 515 1280 1188 1188 4305 7
q7ec6 440 440.246 1048 527 1308 1212 1212 4393 7
q7ec6 450 450.5187 1075 537 1333 1240 1240 4496 7
q7ec6 460 461.2101 1095 547 1350 1263 1263 4552 7
q7ec6 470 470.728 1120 557 1375 1288 1288 4666 7
q7ec6 480 482.8524 1149 573 1421 1318 1318 4806 7
q7ec6 490 491.2234 1176 589 1452 1346 1346 4876 7
q7ec6 500 501.373 1197 599 1466 1368 1368 4925 7
q7ec6 510 510.0469 1225 615 1493 1400 1400 5027 7
q7ec6 520 520.0007 1258 635 1526 1435 1435 5116 7
q7ec6 530 530.4783 1276 645 1544 1455 1455 5169 7
q7ec6 540 540.236 1294 653 1563 1477 1477 5275 7
q7ec6 550 550.0172 1332 674 1626 1517 1517 5415 7
q7ec6 560 561.4794 1353 681 1655 1538 1538 5538 7
q7ec6 570 570.0332 1391 700 1708 1576 1576 5701 7
q7ec6 580 582.5703 1410 708 1725 1598 1598 5813 7
q7ec6 590 590.1555 1443 728 1774 1632 1632 5963 7
q7ec6 600 600.0271 1461 739 1799 1650 1650 6027 7
q7ec6 610 610.6035 1498 757 1844 1690 1690 6188 7
q7ec6 620 620.2939 1529 770 1873 1721 1721 6308 7
q7ec6 630 631.9705 1568 789 1902 1762 1762 6474 7
q7ec6 640 641.8451 1599 807 1949 1795 1795 6597 7
q7ec6 650 650.6849 1613 812 1969 1810 1810 6687 7
q7ec6 660 660.0798 1637 821 1988 1834 1834 6775 7
q7ec6 670 670.1164 1666 839 2055 1863 1863 6938 7
q7ec6 680 681.1304 1688 849 2072 1886 1886 7031 7
q7ec6 690 691.1436 1705 858 2096 1904 1904 7090 7
q7ec6 700 701.3098 1734 879 2159 1933 1933 7209 7
q7ec6 710 710.0332 1753 886 2166 1955 1955 7296 7
q7ec6 720 720.4521 1768 894 2181 1970 1970 7337 7
q7ec6 730 730.0133 1788 902 2206 1991 1991 7423 7
q7ec6 740 740.0831 1818 918 2247 2021 2021 7529 7
q7ec6 750 750.0831 1849 938 2276 2053 2053 7617 7
q7ec6 760 760.1325 1886 954 2313 2090 2090 7745 7
q7ec6 770 771.7221 1913 967 2346 2123 2123 7856 7
q7ec6 780 780.246 1946 982 2397 2157 2157 8016 7
q7ec6 790 790.4464 1994 1013 2461 2206 2206 8145 7
q7ec6 800 801.2766 2010 1021 2486 2223 2223 8252 7
q7ec6 810 810.7155 2041 1039 2513 2254 2254 8374 7
q7ec6 820 820.4718 2065 1056 2535 2282 2282 8424 7
q7ec6 830 831.6057 2095 1072 2564 2312 2312 8585 7
q7ec6 840 841.4929 2126 1088 2601 2345 2345 8694 7
q7ec6 850 850.5119 2150 1103 2637 2369 2369 8779 7
q7ec6 860 860.0233 2177 1115 2662 2396 2396 8881 7
q7ec6 870 871.28 2204 1131 2714 2424 2424 9001 7
q7ec6 880 880.0067 2218 1137 2724 2438 2438 9056 7
q7ec6 890 890.2394 2243 1151 2754 2463 2463 9120 7
q7ec6 900 900.1164 2270 1162 2775 2490 2490 9227 7
q7ec6 910 910.6683 2288 1173 2798 2509 2509 9281 7
q7ec6 920 920.7546 2320 1191 2867 2545 2545 9463 7
q7ec6 930 932.0265 2353 1214 2934 2580 2580 9609 7
q7ec6 940 940.1795 2370 1224 2959 2597 2597 9706 7
q7ec6 950 950.4089 2384 1230 2977 2611 2611 9768 7
q7ec6 960 960.2394 2402 1239 2992 2629 2629 9833 7
q7ec6 970 970.1928 2428 1249 3031 2657 2657 9957 7
q7ec6 980 980.768 2458 1262 3078 2687 2687 10110 7
q7ec6 990 990.4721 2489 1279 3151 2721 2721 10311 7
q7ec6 1000 1000.0333 2508 1285 3163 2740 2740 10381 7
q7ec6 1010 1010.3491 2541 1304 3199 2773 2773 10478 7
q7ec6 1020 1020.6786 2571 1314 3223 2806 2806 10627 7
q7ec6 1030 1030.0366 2600 1329 3256 2836 2836 10718 7
q7ec6 1040 1040.379 2622 1343 3301 2858 2858 10812 7
q7ec6 1050 1050.1548 2638 1354 3325 2875 2875 10860 7
q7ec6 1060 1060.0626 2662 1367 3348 2902 2902 10944 7
q7ec6 1070 1070.6283 2689 1382 3373 2931 2931 11051 7
q7ec6 1080 1080.0665 2708 1394 3398 2952 2952 11115 7
q7ec6 1090 1090.4842 2743 1414 3437 2988 2988 11242 7
q7ec6 1100 1100.133 2778 1431 3485 3023 3023 11380 7
q7ec6 1110 1110.3823 2795 1444 3504 3040 3040 11444 7
q7ec6 1120 1120.1762 2820 1456 3540 3065 3065 11559 7
q7ec6 1130 1131.2865 2838 1469 3571 3084 3084 11617 7
q7ec6 -1 1139.4409 2858 1479 3605 3105 3105 11717 7
q7ec7 10 20.5951 1 0 0 6 6 16 27
q7ec7 20 22.0246 1 0 0 7 7 19 27
q7ec7 30 39.0825 3 1 1 15 15 42 27
q7ec7 40 41.619 5 1 1 19 19 53 27
q7ec7 50 54.0858 12 4 10 33 33 104 27
q7ec7 60 66.8949 13 4 10 35 35 107 27
q7ec7 70 70.5951 14 4 10 36 36 114 27
q7ec7 80 80.5552 20 7 15 43 43 132 27
q7ec7 90 92.7061 20 7 15 44 44 137 27
q7ec7 100 105.9009 21 8 16 45 45 138 27
q7ec7 110 112.3155 23 9 17 50 50 155 27
q7ec7 120 121.4861 24 10 18 52 52 165 27
q7ec7 130 139.9003 31 13 35 64 64 212 27
q7ec7 140 142.0562 31 13 35 65 65 214 27
q7ec7 150 154.3351 40 17 45 78 78 253 27
q7ec7 160 161.3264 48 20 49 88 88 276 27
q7ec7 170 173.4475 49 20 49 91 91 295 27
q7ec7 180 186.6356 61 24 55 107 107 355 27
q7ec7 190 190.9043 67 27 68 115 115 384 27
q7ec7 200 204.0758 76 31 79 125 125 428 27
q7ec7 210 211.1304 80 32 82 130 130 454 27
q7ec7 220 221.1503 81 32 82 132 132 459 27
q7ec7 230 234.6144 90 36 88 143 143 493 27
q7ec7 240 243.1317 103 41 111 157 157 573 27
q7ec7 250 251.8417 106 43 114 161 161 583 27
q7ec7 260 264.4482 107 43 114 162 162 586 27
q7ec7 270 272.5299 112 44 118 169 169 605 27
q7ec7 280 290.3524 115 46 123 174 174 618 27
q7ec7 290 298.5505 116 47 124 175 175 619 27
q7ec7 300 304.4315 118 47 124 177 177 632 27
q7ec7 310 310.0498 125 50 137 188 188 677 27
q7ec7 320 320.1765 128 52 139 193 193 691 27
q7ec7 -1 320.4824 129 53 140 194 194 692 27
q7ec8 10 66.3023 0 0 0 1 1 4 38
q7ec8 20 84.4919 0 0 0 2 2 7 38
q7ec8 30 87.8236 0 0 0 3 3 12 38
q7ec8 40 98.9295 0 0 0 4 4 17 38
q7ec8 50 181.0684 0 0 0 5 5 20 38
q7ec8 60 191.9927 0 0 0 6 6 24 38
q7ec8 70 225.688 0 0 0 7 7 27 38
q7ec8 80 253.8913 0 0 0 8 8 31 38
q7ec8 90 261.5826 0 0 0 9 9 33 38
q7ec8 100 262.6053 1 0 0 10 10 36 38
q7ec8 110 264.6077 1 0 0 11 11 38 38
q7ec8 120 280.3474 1 0 0 12 12 41 38
q7ec8 130 289.6607 2 0 0 13 13 44 38
q7ec8 140 291.3765 2 0 0 14 14 46 38
q7ec8 150 301.689 2 0 0 15 15 50 38
q7ec8 160 306.5395 2 0 0 16 16 52 38
q7ec8 170 307.4423 2 0 0 17 17 57 38
q7ec8 180 315.2809 2 0 0 18 18 62 38
q7ec8 190 348.8679 2 0 0 19 19 70 38
q7ec8 200 405.488 2 0 0 20 20 77 38
q7ec8 210 441.2538 3 0 0 21 21 80 38
q7ec8 220 443.5677 3 0 0 22 22 85 38
q7ec8 230 480.3476 3 0 0 23 23 93 38
q7ec8 240 491.5614 3 0 0 24 24 101 38
q7ec8 250 497.8459 3 0 0 25 25 105 38
q7ec8 260 501.8562 3 0 0 26 26 110 38
q7ec8 270 510.005 3 0 0 27 27 112 38
q7ec8 280 530.9335 3 0 0 28 28 118 38
q7ec8 290 535.8284 4 0 0 29 29 122 38
q7ec8 300 544.7967 4 0 0 30 30 124 38
q7ec8 310 568.638 4 0 0 31 31 130 38
q7ec8 320 576.5035 4 0 0 32 32 137 38
q7ec8 330 625.0111 4 0 0 33 33 139 38
q7ec8 340 632.2114 4 0 0 34 34 140 38
q7ec8 350 680.1073 4 0 0 35 35 144 38
q7ec8 360 694.5392 5 0 0 36 36 156 38
q7ec8 370 695.2754 6 0 0 37 37 159 38
q7ec8 380 703.533 6 0 0 38 38 161 38
q7ec8 390 769.057 6 0 0 39 39 167 38
q7ec8 400 777.8383 6 0 0 40 40 169 38
q7ec8 410 788.558 6 0 0 41 41 176 38
q7ec8 420 801.1465 7 0 0 42 42 178 38
q7ec8 430 802.5246 8 0 0 43 43 193 38
q7ec8 440 805.2966 9 0 0 44 44 196 38
q7ec8 450 822.7094 9 0 0 45 45 200 38
q7ec8 -1 822.7094 9 0 0 45 45 200 38
q7nc1 10 27.4575 0 0 0 1 1 4 157
q7nc1 20 39.6543 0 0 0 2 2 11 157
q7nc1 30 114.4103 0 0 0 3 3 16 157
q7nc1 40 115.3613 0 0 0 4 4 21 157
q7nc1 50 151.4345 0 0 0 5 5 24 157
q7nc1 60 152.1467 0 0 0 6 6 29 157
q7nc1 70 169.9461 0 0 0 7 7 37 157
q7nc1 80 190.624 0 0 0 8 8 41 157
q7nc1 90 193.8953 0 0 0 9 9 46 157
q7nc1 100 219.4558 1 0 0 10 10 52 157
q7nc1 110 224.2385 1 0 0 11 11 56 157
q7nc1 120 249.8046 1 0 0 12 12 61 157
q7nc1 130 258.8837 1 0 0 13 13 63 157
q7nc1 140 262.2042 2 0 0 14 14 68 157
q7nc1 150 276.4449 2 0 0 15 15 78 157
q7nc1 160 278.0958 3 0 0 16 16 81 157
q7nc1 170 309.5453 3 0 0 17 17 88 157
q7nc1 180 325.2434 3 0 0 18 18 92 157
q7nc1 -1 325.2434 3 0 0 18 18 92 157
q7nc2 10 10.7082 6 11 24 21 21 50 56
q7nc2 20 20.2721 15 15 40 44 44 131 56
q7nc2 30 32.5199 30 18 53 68 68 218 56
q7nc2 40 41.2999 39 20 56 85 85 264 56
q7nc2 50 50.5492 50 25 77 111 111 384 56
